epsilon_CTR,epsilon_CVR,total_conversions_mean,total_conversions_std,avg_cheap_clicks_mean,avg_cheap_clicks_std,avg_cpc_mean,avg_cpc_std
5e-05,0.005,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238098
5e-05,0.01,0.05787003401781513,0.002762421962909619,66.92808097982117,3.2381889889069275,515.439510783736,25.588007241819746
0.0001,1e-06,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238226
0.0001,5e-06,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238137
0.0001,1e-05,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238158
0.0001,5e-05,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.11692306923819
0.0001,0.0001,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238112
0.0001,0.0005,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238076
0.0001,0.001,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238137
0.0001,0.005,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238123
0.0001,0.01,0.05787003401781513,0.002762421962909619,66.92808097982117,3.2381889889069275,515.439510783736,25.58800724181967
0.0005,1e-06,0.05613753569834151,0.004810182222697564,65.05138762799278,3.809102590902579,527.2821626742948,25.11692306923818
0.0005,5e-06,0.05613753569834151,0.004810182222697564,65.05138762799278,3.809102590902579,527.2821626742948,25.116923069238165
0.0005,1e-05,0.05613753569834151,0.004810182222697564,65.05138762799278,3.809102590902579,527.2821626742948,25.11692306923819
0.0005,5e-05,0.05613753569834151,0.004810182222697564,65.05138762799278,3.809102590902579,527.2821626742948,25.116923069238172
0.0005,0.0001,0.05613753569834151,0.004810182222697564,65.05138762799278,3.809102590902579,527.2821626742949,25.116923069238172
0.0005,0.0005,0.05613753569834151,0.004810182222697564,65.05138762799278,3.809102590902579,527.2821626742949,25.116923069238172
0.0005,0.001,0.05613753569834151,0.004810182222697564,65.05138762799278,3.809102590902579,527.2821626742949,25.116923069238112
0.0005,0.005,0.05787003401781513,0.002762421962909619,65.72655614754257,4.602885591353038,515.439510783736,25.588007241819646
0.0005,0.01,0.057111266374098614,0.0035978772459189763,67.2597323322326,5.084990162421464,519.4743060938125,24.1578525876014
0.001,1e-06,0.05613753569834151,0.004810182222697564,67.31824838031919,1.4871910653453873,527.2821626742948,25.116923069238165
0.001,5e-06,0.05613753569834151,0.004810182222697564,67.31824838031919,1.4871910653453873,527.2821626742949,25.116923069238084
0.001,1e-05,0.05613753569834151,0.004810182222697564,67.31824838031919,1.4871910653453873,527.2821626742948,25.116923069238165
0.001,5e-05,0.05613753569834151,0.004810182222697564,67.31824838031919,1.4871910653453873,527.2821626742948,25.116923069238133
0.001,0.0001,0.05613753569834151,0.004810182222697564,67.31824838031919,1.4871910653453873,527.2821626742948,25.116923069238137
0.001,0.0005,0.05613753569834151,0.004810182222697564,67.31824838031919,1.4871910653453873,527.2821626742948,25.116923069238137
0.001,0.001,0.05613753569834151,0.004810182222697564,67.31824838031919,1.4871910653453873,527.2821626742948,25.116923069238165
0.001,0.005,0.05787003401781513,0.002762421962909619,67.09175519333591,3.3881889068478555,515.439510783736,25.588007241819707
0.001,0.01,0.057111266374098614,0.0035978772459189763,69.52659308455901,1.8835020025068518,519.4743060938125,24.15785258760145
0.005,1e-06,0.057111266374098614,0.0035978772459189763,66.8617250614562,3.102926275155543,519.4743060938125,24.157852587601408
0.005,5e-06,0.057111266374098614,0.0035978772459189763,66.8617250614562,3.102926275155543,519.4743060938125,24.157852587601447
0.005,1e-05,0.057111266374098614,0.0035978772459189763,66.8617250614562,3.102926275155543,519.4743060938126,24.157852587601393
0.005,5e-05,0.057111266374098614,0.0035978772459189763,66.8617250614562,3.102926275155543,519.4743060938125,24.1578525876014
0.005,0.0001,0.057111266374098614,0.0035978772459189763,66.8617250614562,3.102926275155543,519.4743060938125,24.15785258760142
0.005,0.0005,0.057111266374098614,0.0035978772459189763,66.8617250614562,3.102926275155543,519.4743060938125,24.15785258760142
0.005,0.001,0.057111266374098614,0.0035978772459189763,66.8617250614562,3.102926275155543,519.4743060938125,24.157852587601443
0.005,0.005,0.057111266374098614,0.0035978772459189763,69.52659308455901,1.8835020025068518,519.4743060938125,24.157852587601408
0.005,0.01,0.057111266374098614,0.0035978772459189763,67.6342606800231,4.116927472746941,519.4743060938125,24.157852587601415
0.01,1e-06,0.057111266374098614,0.0035978772459189763,64.99659747533997,2.2627588781808217,519.4743060938125,24.15785258760142
0.01,5e-06,0.057111266374098614,0.0035978772459189763,64.99659747533997,2.2627588781808217,519.4743060938125,24.1578525876015
0.01,1e-05,0.057111266374098614,0.0035978772459189763,64.99659747533997,2.2627588781808217,519.4743060938125,24.15785258760133
0.01,5e-05,0.057111266374098614,0.0035978772459189763,64.99659747533997,2.2627588781808217,519.4743060938125,24.1578525876015
0.01,0.0001,0.057111266374098614,0.0035978772459189763,64.99659747533997,2.2627588781808217,519.4743060938125,24.157852587601493
0.01,0.0005,0.057111266374098614,0.0035978772459189763,64.99659747533997,2.2627588781808217,519.4743060938125,24.1578525876014
0.01,0.001,0.057111266374098614,0.0035978772459189763,64.99659747533997,2.2627588781808217,519.4743060938125,24.1578525876015
0.01,0.005,0.057111266374098614,0.0035978772459189763,66.61010706457654,4.047340858505793,519.4743060938125,24.157852587601408
0.01,0.01,0.05834696592225739,0.0023387282563045045,67.69953731993216,4.252879104210122,508.87936861794964,30.156717729855306
